-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B146,  255.434166667,  78.6147222222,  0.060362,        17.5V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B147,  256.0175,  78.5563888889,  0.057891,        17.0V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B148,  256.382916667,  78.5972222222,  0.062218,        17.8V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B149,  255.65125,  78.7661111111,  0.063104,        16.8V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B150,  256.427083333,  78.6069444444,  0.058501,        17.6V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B151,  256.234166667,  78.5675,  0.061636,        18.3V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B152,  255.409166667,  78.7213888889,  0.056923,        17.0R,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B153,  255.802083333,  78.5525,  0.055052,        16.6V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B154,  255.544583333,  78.7580555556,  0.060002,        16.1V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B155,  255.660416667,  78.5594444444,  0.051409,        16.6V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B156,  255.993333333,  78.5430555556,  0.056741,        16.6R,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B157,  255.522083333,  78.7627777778,  0.059014,        15.9V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B158,  255.895,  78.7944444444,  0.065902,        15.7V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B159,  256.07125,  78.7925,  0.064156,        17.0V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B160,  256.024583333,  78.5305555556,  0.053977,        18.0V,  None
-1000000,  -1000000,  -1000000,  -1000000,  -1000000,  100000,  -1000000,  -1000000,  -1000000,  -1000000,  B161,  255.293333333,  78.7263888889,  0.05378,        15.29,  None
