B141,    255.805416667,    78.7655555556,    0.052236,          16.8V,    None,  B141,  1237656565427994960,  255.805504168,  78.7655436921,  19.40533,  17.34416,  16.39655,  15.94334,  19.40533
B142,    256.247083333,    78.5844444444,    0.057016,          16.8V,    None,  B142,  1237656565428060676,  256.247008875,  78.5844369538,  19.16108,  17.15381,  16.23776,  15.79898,  19.16108
B143,    256.19625,    78.5761111111,    0.062766,          16.3R,    None,  B143,  1237663230678728932,  256.197519015,  78.5758194697,  19.49582,  17.55435,  16.60096,  16.14165,  19.49582
B144,    255.59,    78.7505555556,    0.058541,          17.6V,    None,  B144,  1237656565427994958,  255.589837271,  78.7504953189,  19.95773,  18.06325,  17.15492,  16.72498,  19.95773
B145,    255.38,    78.6697222222,    0.065624,          19.3R,    None,  B145,  1237656565427995567,  255.381259313,  78.6695177748,  25.90331,  21.2629,  19.76251,  18.94329,  25.90331
B146,    255.434166667,    78.6147222222,    0.060362,          17.5V,    None,  B146,  1237656565428060229,  255.433748613,  78.6147436334,  20.20787,  18.15272,  17.28123,  16.85882,  20.20787
B147,    256.0175,    78.5563888889,    0.057891,          17.0V,    None,  B147,  1237663230678729108,  256.016977779,  78.5562710337,  19.41289,  17.48117,  16.57743,  16.14094,  19.41289
B148,    256.382916667,    78.5972222222,    0.062218,          17.8V,    None,  B148,  1237663230678729376,  256.382290117,  78.5971739088,  19.46063,  17.90392,  17.09573,  16.70088,  19.46063
B149,    255.65125,    78.7661111111,    0.063104,          16.8V,    None,  B149,  1237656565427994949,  255.651295024,  78.7660320132,  19.25137,  17.33002,  16.38593,  15.93527,  19.25137
B150,    256.427083333,    78.6069444444,    0.058501,          17.6V,    None,  B150,  1237663230678729264,  256.426862194,  78.6069057395,  19.9382,  18.03935,  17.11182,  16.68825,  19.9382
B151,    256.234166667,    78.5675,    0.061636,          18.3V,    None,  B151,  1237656565428060724,  256.233766168,  78.5675548822,  21.18954,  18.84418,  17.97236,  17.57201,  21.18954
B152,    255.409166667,    78.7213888889,    0.056923,          17.0R,    None,  B152,  1237663269868863610,  255.409945065,  78.7210820489,  19.9792,  17.97932,  17.08107,  16.64173,  19.9792
B153,    255.802083333,    78.5525,    0.055052,          16.6V,    None,  B153,  1237663230678729036,  255.801488822,  78.5524242393,  18.91858,  16.95213,  16.07975,  15.6398,  18.91858
B154,    255.544583333,    78.7580555556,    0.060002,          16.1V,    None,  B154,  1237663269868929276,  255.54410306,  78.7579976981,  18.22787,  16.42837,  15.63319,  15.25819,  18.22787
B155,    255.660416667,    78.5594444444,    0.051409,          16.6V,    None,  B155,  1237663230678729014,  255.660692675,  78.5594903018,  -9999.0,  -9999.0,  -9999.0,  -9999.0,  -9999.0
